transaction_id,date_id,product_id,store_id,quantity_sold,unit_price,gross_amount,discount_percentage,discount_amount,net_amount,is_promotion,current_stock_level,reorder_point,units_to_stock,stockout_flag
T130477,2024-04-23,P1101,ST003,8.0,25.29,202.32,0,0.0,202.32,No,401.0,65,0,0
T130478,2024-04-23,P1146,ST005,8.0,72.03,576.24,0,0.0,576.24,No,285.0,75,0,0
T130479,2024-04-23,P1117,ST005,13.0,20.49,266.37,0,0.0,266.37,No,187.0,23,0,0
T130480,2024-04-23,P1191,ST002,6.0,86.06,516.36,0,0.0,516.36,No,75.0,79,32,0
T130481,2024-04-23,P1020,ST028,7.0,401.26,2808.82,0,0.0,2808.82,No,112.0,71,0,0
T130482,2024-04-23,P1158,ST042,5.0,127.4,637.0,5,31.85,605.15,Yes,210.0,59,0,0
T130483,2024-04-23,P1171,ST003,7.0,68.89,482.23,0,0.0,482.23,No,95.0,94,18,0
T130484,2024-04-23,P1185,ST009,3.0,30.01,90.03,0,0.0,90.03,No,360.0,68,0,0
T130485,2024-04-23,P1168,ST027,5.0,77.23,386.15,0,0.0,386.15,No,181.0,27,0,0
T130486,2024-04-23,P1149,ST015,4.0,239.79,959.16,0,0.0,959.16,No,408.0,90,0,0
T130487,2024-04-23,P1109,ST025,3.0,29.05,87.15,25,21.79,65.36,Yes,124.0,64,0,0
T130488,2024-04-23,P1113,ST023,14.0,19.49,272.86,0,0.0,,No,379.0,40,0,0
T130489,2024-04-23,P1097,ST025,16.0,25.87,413.92,0,0.0,413.92,No,91.0,70,0,0
T130490,2024-04-23,P1173,ST009,4.0,34.02,136.08,0,0.0,136.08,No,55.0,67,15,0
T130491,2024-04-23,P1189,ST038,3.0,20.56,61.68,25,15.42,46.26,Yes,232.0,70,0,0
T130492,2024-04-23,P1053,ST024,3.0,28.05,84.15,0,0.0,84.15,No,77.0,27,0,0
T130493,2024-04-23,P1101,ST017,4.0,25.29,101.16,0,0.0,101.16,No,172.0,52,0,0
T130494,2024-04-23,P1003,ST043,3.0,597.74,1793.22,0,0.0,1793.22,No,478.0,39,0,0
T130495,2024-04-23,P1087,ST036,20.0,12.2,244.0,0,0.0,244.0,No,87.0,66,0,0
T130496,2024-04-23,P1085,ST045,16.0,15.72,251.52,0,0.0,251.52,No,126.0,90,0,0
T130497,2024-04-23,P1128,ST007,5.0,156.57,782.85,20,156.57,626.28,Yes,400.0,89,0,0
T130498,2024-04-23,P1121,ST025,1.0,275.42,275.42,0,0.0,275.42,No,42.0,92,44,0
T130499,2024-04-23,P1169,ST006,3.0,31.17,93.51,0,0.0,93.51,No,333.0,90,0,0
T130500,2024-04-23,P1199,ST021,4.0,41.47,165.88,0,0.0,165.88,No,278.0,30,0,0
T130501,2024-04-23,P1015,ST006,2.0,884.6,1769.2,0,0.0,1769.2,No,283.0,56,0,0
T130502,2024-04-23,P1126,ST038,1.0,169.06,169.06,20,33.81,135.25,Yes,294.0,56,0,0
T130503,2024-04-23,P1156,ST029,8.0,73.63,589.04,15,88.36,500.68,Yes,112.0,74,0,0
T130504,2024-04-23,P1104,ST015,20.0,14.5,290.0,0,0.0,290.0,No,22.0,28,16,0
T130505,2024-04-23,P1134,ST019,3.0,292.1,876.3,0,0.0,876.3,No,53.0,87,43,0
T130506,2024-04-23,P1108,ST038,2.0,11.38,22.76,0,0.0,22.76,No,118.0,44,0,0
T130507,2024-04-23,P1122,ST038,5.0,209.87,1049.35,0,0.0,1049.35,No,147.0,89,0,0
T130508,2024-04-23,P1058,ST022,4.0,103.34,413.36,0,0.0,413.36,No,366.0,69,0,0
T130509,2024-04-23,P1002,ST006,3.0,287.25,861.75,10,86.18,775.57,Yes,289.0,80,0,0
T130510,2024-04-23,P1023,ST017,2.0,692.87,1385.74,0,0.0,1385.74,No,,22,0,0
T130511,2024-04-23,P1013,ST025,3.0,564.27,1692.81,0,0.0,1692.81,No,273.0,33,0,0
T130512,2024-04-23,P1007,ST009,3.0,706.04,2118.12,0,0.0,2118.12,No,162.0,74,0,0
T130513,2024-04-23,P1019,ST034,2.0,924.12,1848.24,0,0.0,1848.24,No,303.0,41,0,0
T130514,04/23/2024,P1109,ST045,13.0,29.05,377.65,0,0.0,377.65,No,410.0,86,0,0
T130515,2024-04-23,P1046,ST036,8.0,123.3,986.4,0,0.0,986.4,No,212.0,36,0,0
T130516,2024-04-24,P1168,ST026,8.0,77.23,617.84,0,0.0,617.84,No,295.0,98,0,0
T130517,2024-04-24,P1140,ST037,8.0,218.49,1747.92,0,0.0,,No,161.0,21,0,0
T130518,2024-04-24,P1155,ST004,8.0,143.21,1145.68,0,0.0,1145.68,No,44.0,100,81,0
T130519,2024-04-24,P1035,ST033,3.0,1414.7,4244.1,0,0.0,4244.1,No,414.0,54,0,0
T130520,2024-04-24,P1094,ST041,2.0,15.33,30.66,0,0.0,30.66,No,223.0,68,0,0
T130521,2024-04-24,P1119,ST003,5.0,22.41,112.05,0,0.0,112.05,No,261.0,31,0,0
T130522,2024-04-24,P1159,ST003,3.0,177.12,531.36,0,0.0,531.36,No,407.0,88,0,0
T130523,2024-04-24,P1031,ST049,2.0,774.03,1548.06,0,0.0,1548.06,No,270.0,54,0,0
T130524,2024-04-24,P1006,ST006,1.0,,307.28,0,0.0,307.28,No,13.0,21,3,0
T130525,2024-04-24,P1010,ST023,2.0,1069.3,2138.6,0,0.0,2138.6,No,,57,0,0
T130526,2024-04-24,P1024,ST037,2.0,1160.27,2320.54,0,0.0,2320.54,No,40.0,62,18,0
T130527,2024-04-24,P1075,ST016,5.0,51.51,257.55,0,0.0,257.55,No,500.0,94,0,0
T130528,2024-04-24,P1037,ST005,2.0,595.85,1191.7,0,0.0,1191.7,No,126.0,69,0,0
T130529,2024-04-24,P1074,ST038,7.0,135.2,946.4,0,0.0,946.4,No,,40,0,0
T130530,2024-04-24,P1175,ST043,6.0,73.21,439.26,0,0.0,439.26,No,230.0,68,0,0
T130531,2024-04-24,P1037,ST047,1.0,595.85,595.85,0,0.0,595.85,No,35.0,73,33,0
T130532,2024-04-24,P1144,ST041,1.0,265.44,265.44,0,0.0,265.44,No,480.0,52,0,0
T130533,2024-04-24,P1122,ST009,2.0,209.87,419.74,0,0.0,419.74,No,169.0,32,0,0
T130534,04/24/2024,P1017,ST039,3.0,634.39,1903.17,0,0.0,1903.17,No,154.0,30,0,0
T130535,2024-04-24,P1154,ST017,2.0,295.6,591.2,0,0.0,591.2,No,496.0,27,0,0
T130536,2024-04-24,P1116,ST023,1.0,11.61,11.61,30,3.48,8.13,Yes,384.0,85,0,0
T130537,2024-04-24,P1105,ST027,6.0,12.18,73.08,0,0.0,73.08,No,91.0,64,2,0
T130538,2024-04-24,P1058,ST043,4.0,103.34,413.36,0,0.0,413.36,No,225.0,65,0,0
T130539,2024-04-24,P1103,ST044,9.0,6.87,61.83,0,0.0,61.83,No,307.0,55,0,0
T130540,2024-04-24,P1115,ST008,3.0,7.88,23.64,10,2.36,21.28,Yes,128.0,32,0,0
T130541,2024-04-24,P1122,ST034,,,839.48,0,0.0,839.48,No,28.0,49,47,0
T130542,2024-04-24,P1066,ST003,2.0,144.66,289.32,0,0.0,289.32,No,215.0,44,0,0
T130543,2024-04-24,P1007,ST045,2.0,706.04,1412.08,0,0.0,1412.08,No,312.0,51,0,0
T130544,2024-04-24,P1177,ST049,8.0,24.34,194.72,0,0.0,194.72,No,500.0,90,0,0
T130545,2024-04-24,P1191,ST002,4.0,86.06,344.24,0,0.0,344.24,No,35.0,70,55,0
T130546,2024-04-24,P1123,ST018,4.0,188.55,754.2,0,0.0,754.2,No,19.0,27,21,0
T130547,2024-04-24,P1089,ST015,,12.6,138.6,0,0.0,138.6,No,361.0,31,0,0
T130548,2024-04-24,P1074,ST012,5.0,135.2,676.0,0,0.0,676.0,No,405.0,45,0,0
T130549,2024-04-24,P1113,ST005,2.0,19.49,38.98,0,0.0,38.98,No,171.0,95,0,0
T130550,2024-04-24,P1194,ST019,4.0,81.67,326.68,0,0.0,326.68,No,205.0,34,0,0
T130551,2024-04-24,P1125,ST028,5.0,247.11,1235.55,0,0.0,1235.55,No,231.0,91,0,0
T130552,2024-04-24,P1090,ST043,2.0,20.09,40.18,0,0.0,40.18,No,41.0,26,12,0
T130553,2024-04-24,P1076,ST030,2.0,48.88,97.76,0,0.0,97.76,No,460.0,57,0,0
T130554,2024-04-24,P1144,ST022,3.0,265.44,796.32,0,0.0,796.32,No,351.0,95,0,0
T130555,2024-04-24,P1023,ST038,1.0,692.87,692.87,0,0.0,692.87,No,121.0,46,0,0
T130556,2024-04-24,P1165,ST042,3.0,56.59,169.77,0,0.0,169.77,No,40.0,59,44,0
T130557,2024-04-24,P1111,ST044,9.0,23.62,212.58,0,0.0,212.58,No,48.0,37,3,0
T130558,2024-04-25,P1012,ST045,3.0,308.9,926.7,0,0.0,926.7,No,91.0,39,0,0
T130559,2024-04-25,P1097,ST002,10.0,25.87,258.7,0,0.0,258.7,No,96.0,98,38,0
T130560,2024-04-25,P1080,ST013,4.0,90.58,362.32,0,0.0,362.32,No,335.0,23,0,0
T130561,2024-04-25,P1059,ST004,4.0,72.88,291.52,0,0.0,291.52,No,200.0,61,0,0
T130562,2024-04-25,P1114,ST005,17.0,29.29,497.93,5,24.9,473.03,Yes,340.0,95,0,0
T130563,2024-04-25,P1097,ST044,17.0,25.87,439.79,0,0.0,439.79,No,124.0,73,0,0
T130564,2024-04-25,P1164,ST017,4.0,52.72,210.88,0,0.0,210.88,No,449.0,40,0,0
T130565,2024-04-25,P1052,ST011,4.0,107.98,431.92,0,0.0,431.92,No,332.0,95,0,0
T130566,2024-04-25,P1090,ST047,16.0,20.09,321.44,15,48.22,273.22,Yes,59.0,59,45,0
T130567,2024-04-25,P1066,ST037,2.0,144.66,289.32,0,0.0,289.32,No,131.0,26,0,0
T130568,2024-04-25,P1095,st046,13.0,83.22463838360478,1081.92,0,0.0,1081.92,No,68.0,82,28,0
T130569,2024-04-25,P1161,ST048,8.0,40.26,322.08,0,0.0,322.08,No,,100,0,0
T130570,2024-04-25,P1179,ST012,2.0,55.91,111.82,0,0.0,111.82,No,259.0,94,0,0
T130571,2024-04-25,P1065,ST018,5.0,77.7,388.5,0,0.0,388.5,No,24.0,26,15,0
T130572,2024-04-25,P1173,ST015,7.0,34.02,238.14,0,0.0,238.14,No,187.0,51,0,0
T130573,2024-04-25,P1027,ST047,2.0,252.69,505.38,0,0.0,505.38,No,274.0,86,0,0
T130574,2024-04-25,P1183,ST036,6.0,58.04,348.24,0,0.0,348.24,No,310.0,92,0,0
T130575,04/25/2024,P1170,ST003,6.0,46.49,278.94,0,0.0,278.94,No,383.0,48,0,0
T130576,2024-04-25,P1136,ST033,6.0,203.39,1220.34,0,0.0,1220.34,No,36.0,91,91,0
T130577,2024-04-25,P1128,ST018,5.0,156.57,782.85,0,0.0,782.85,No,331.0,55,0,0
T130578,2024-04-25,P1047,ST023,2.0,25.21,50.42,0,0.0,50.42,No,398.0,60,0,0
T130579,2024-04-25,P1026,ST029,3.0,268.45,805.35,0,0.0,805.35,No,360.0,86,0,0
T130580,2024-04-25,P1129,ST038,7.0,196.34,1374.38,0,0.0,1374.38,No,451.0,56,0,0
T130581,2024-04-25,P1118,ST006,11.0,6.13,67.43,0,0.0,67.43,No,177.0,95,0,0
T130582,2024-04-25,P1165,ST029,2.0,56.59,113.18,0,0.0,113.18,No,211.0,81,0,0
T130583,2024-04-25,P1077,ST005,7.0,61.78,432.46,0,0.0,432.46,No,428.0,57,0,0
T130584,2024-04-25,P1080,ST016,5.0,90.58,452.9,0,0.0,452.9,No,283.0,80,0,0
T130585,2024-04-25,P1027,ST028,1.0,252.69,252.69,0,0.0,252.69,No,450.0,98,0,0
T130586,2024-04-25,P1018,ST027,3.0,407.2,1221.6,0,0.0,1221.6,No,249.0,74,0,0
T130587,2024-04-25,P1054,ST028,2.0,86.8,173.6,0,0.0,173.6,No,,20,0,0
T130588,2024-04-25,P1044,ST017,8.0,74.81,598.48,20,119.7,478.78,Yes,167.0,64,0,0
T130589,2024-04-25,P1160,ST038,1.0,88.74,88.74,0,0.0,88.74,No,448.0,90,0,0
T130590,2024-04-25,P1094,ST018,8.0,15.33,122.64,0,0.0,122.64,No,,41,0,0
T130591,2024-04-25,P1100,ST031,17.0,9.72,165.24,0,0.0,165.24,No,500.0,66,0,0
T130592,2024-04-25,P1016,ST044,2.0,1223.28,2446.56,20,489.31,1957.25,Yes,331.0,70,0,0
T130593,2024-04-26,P1090,ST039,14.0,20.09,281.26,0,0.0,281.26,No,239.0,84,0,0
T130594,2024-04-26,P1043,ST049,5.0,52.8,264.0,0,0.0,264.0,No,334.0,94,0,0
T130595,2024-04-26,P1127,ST013,5.0,245.81,1229.05,25,307.26,921.79,Yes,281.0,31,0,0
T130596,2024-04-26,P1069,ST047,7.0,71.91,503.37,0,0.0,503.37,No,470.0,39,0,0
T130597,2024-04-26,P1173,ST006,2.0,34.02,68.04,0,0.0,68.04,No,44.0,37,0,0
T130598,2024-04-26,P1145,ST014,4.0,154.42,617.68,0,0.0,617.68,No,43.0,31,0,0
T130599,04/26/2024,P1087,ST022,16.0,12.2,195.2,0,0.0,195.2,No,246.0,90,0,0
T130600,2024-04-26,P1083,ST043,16.0,6.85,109.6,0,0.0,109.6,No,243.0,42,0,0
T130601,2024-04-26,P1031,ST019,1.0,774.03,774.03,0,0.0,774.03,No,,83,32,0
T130602,2024-04-26,P1115,ST032,15.0,7.88,118.2,0,0.0,118.2,No,494.0,79,0,0
T130603,2024-04-26,P1200,ST016,3.0,81.18,243.54,0,0.0,243.54,No,422.0,68,0,0
T130604,2024-04-26,P1051,ST041,3.0,65.28,195.84,0,0.0,195.84,No,462.0,75,0,0
T130605,2024-04-26,P1136,ST044,1.0,203.39,203.39,10,20.34,183.05,Yes,127.0,96,0,0
T130606,2024-04-26,P1021,ST032,1.0,1038.88,1038.88,0,0.0,1038.88,No,193.0,99,0,0
T130607,2024-04-26,P1172,ST021,1.0,54.45,54.45,20,10.89,43.56,Yes,40.0,39,12,0
T130608,2024-04-26,P1012,ST023,3.0,308.9,926.7,0,0.0,926.7,No,199.0,24,0,0
T130609,2024-04-26,P1076,ST027,6.0,48.88,293.28,5,14.66,278.62,Yes,258.0,93,0,0
T130610,2024-04-26,P1006,ST020,6.0,307.28,1843.68,0,0.0,1843.68,No,155.0,33,0,0
T130611,2024-04-26,P1070,ST042,6.0,131.29,787.74,0,0.0,787.74,No,185.0,98,0,0
T130612,2024-04-26,P1108,ST021,2.0,11.38,22.76,0,0.0,22.76,No,242.0,57,0,0
T130613,2024-04-26,P1169,ST043,1.0,31.17,31.17,0,0.0,31.17,No,243.0,64,0,0
T130614,2024-04-26,P1178,ST045,7.0,52.31,366.17,0,0.0,366.17,No,453.0,70,0,0
T130615,2024-04-26,P1014,ST043,2.0,675.22,1350.44,0,0.0,1350.44,No,395.0,94,0,0
T130616,2024-04-26,P1023,ST021,3.0,692.87,2078.61,0,0.0,2078.61,No,16.0,80,79,0
T130617,2024-04-26,P1101,ST036,13.0,25.29,328.77,0,0.0,328.77,No,226.0,34,0,0
T130618,2024-04-26,P1157,ST012,8.0,195.68,1565.44,0,0.0,1565.44,No,431.0,30,0,0
T130619,2024-04-26,P1101,ST028,13.0,25.29,328.77,0,0.0,328.77,No,,39,0,0
T130620,2024-04-26,P1105,ST016,4.0,12.18,48.72,30,14.62,34.1,Yes,295.0,62,0,0
T130621,2024-04-26,P1012,ST036,3.0,308.9,926.7,0,0.0,926.7,No,491.0,31,0,0
T130622,2024-04-26,P1023,ST022,2.0,692.87,1385.74,0,0.0,1385.74,No,153.0,32,0,0
T130623,2024-04-26,P1141,ST040,1.0,120.81,120.81,0,0.0,120.81,No,,83,0,0
T130624,2024-04-26,P1106,ST032,19.0,5.72,108.68,15,16.3,92.38,Yes,383.0,43,0,0
T130625,2024-04-26,P1086,ST040,5.0,11.0,55.0,0,0.0,55.0,No,161.0,58,0,0
T130626,2024-04-26,P1153,ST030,4.0,212.96,851.84,0,0.0,851.84,No,313.0,62,0,0
T130627,2024-04-26,P1098,ST013,,24.75,470.25,0,0.0,470.25,No,305.0,94,0,0
T130628,2024-04-26,P1032,ST009,4.0,1089.61,4358.44,0,0.0,4358.44,No,162.0,50,0,0
T130629,2024-04-26,P1118,ST033,15.0,6.13,91.95,20,18.39,73.56,Yes,418.0,97,0,0
T130630,2024-04-26,P1195,ST043,6.0,26.86,161.16,0,0.0,161.16,No,376.0,67,0,0
T130631,2024-04-26,P1065,ST041,7.0,77.7,543.9,25,135.98,407.92,Yes,457.0,92,0,0
T130632,2024-04-26,P1093,ST012,12.0,24.01,288.12,15,43.22,,Yes,454.0,78,0,0
T130633,2024-04-26,P1051,ST023,4.0,65.28,261.12,20,52.22,208.9,Yes,383.0,34,0,0
T130634,2024-04-26,P1086,ST019,9.0,11.0,,0,0.0,99.0,No,429.0,26,0,0
T130635,2024-04-26,P1113,ST030,7.0,19.49,136.43,20,27.29,109.14,Yes,291.0,61,0,0
T130636,2024-04-26,P1035,ST015,2.0,1414.7,2829.4,0,0.0,2829.4,No,311.0,56,0,0
T130637,2024-04-26,P1075,ST021,8.0,51.51,412.08,0,0.0,412.08,No,490.0,60,0,0
T130638,2024-04-26,P1041,ST021,6.0,45.31,271.86,0,0.0,271.86,No,79.0,52,0,0
T130639,2024-04-26,P1159,ST013,3.0,177.12,531.36,15,79.7,451.66,Yes,161.0,96,0,0
T130640,2024-04-27,P1073,ST038,8.0,121.83,974.64,0,0.0,974.64,No,345.0,77,0,0
T130641,2024-04-27,P1035,ST040,2.0,1414.7,2829.4,0,0.0,2829.4,No,229.0,36,0,0
T130642,2024-04-27,P1113,ST006,6.0,19.49,116.94,0,0.0,116.94,No,89.0,95,21,0
T130643,2024-04-27,P1155,ST017,2.0,143.21,286.42,0,0.0,286.42,No,254.0,59,0,0
T130644,2024-04-27,P1174,ST049,5.0,40.39,201.95,0,0.0,201.95,No,422.0,38,0,0
T130645,2024-04-27,P1102,ST038,13.0,13.3,172.9,0,0.0,172.9,No,37.0,40,9,0
T130646,2024-04-27,P1193,ST017,4.0,76.89,307.56,10,30.76,276.8,Yes,193.0,79,0,0
T130647,2024-04-27,P1082,ST018,18.0,16.73,301.14,0,0.0,301.14,No,262.0,86,0,0
T130648,2024-04-27,P1077,ST014,1.0,61.78,61.78,25,15.44,46.34,Yes,196.0,89,0,0
T130649,2024-04-27,P1101,ST004,11.0,25.29,278.19,5,13.91,264.28,Yes,482.0,49,0,0
T130650,2024-04-27,P1057,ST025,5.0,80.74,403.7,0,0.0,403.7,No,159.0,25,0,0
T130651,2024-04-27,P1119,ST042,15.0,22.41,336.15,0,0.0,336.15,No,265.0,47,0,0
T130652,2024-04-27,P1152,ST031,6.0,72.57,435.42,0,0.0,435.42,No,431.0,23,0,0
T130653,2024-04-27,P1158,ST030,3.0,127.4,382.2,0,0.0,382.2,No,63.0,77,42,0
T130654,2024-04-27,P1024,ST020,2.0,1160.27,2320.54,0,0.0,2320.54,No,227.0,23,0,0
T130655,2024-04-27,P1035,ST045,2.0,1414.7,2829.4,0,0.0,2829.4,No,193.0,23,0,0
T130656,2024-04-27,P1001,ST041,2.0,1049.28,2098.56,0,0.0,2098.56,No,,56,0,0
T130657,2024-04-27,P1102,ST046,9.0,13.3,119.7,0,0.0,119.7,No,104.0,69,0,0
T130658,2024-04-27,P1103,ST045,4.0,6.87,27.48,30,8.24,19.24,Yes,172.0,56,0,0
T130659,2024-04-27,P1196,ST008,6.0,42.79,256.74,0,0.0,256.74,No,423.0,92,0,0
T130660,2024-04-27,P1117,ST043,18.0,20.49,368.82,0,0.0,368.82,No,74.0,77,18,0
T130661,2024-04-27,P1114,ST035,9.0,29.29,263.61,0,0.0,263.61,No,444.0,30,0,0
T130662,2024-04-27,P1194,ST016,7.0,81.67,571.69,0,0.0,571.69,No,424.0,88,0,0
T130663,2024-04-27,P1172,ST049,5.0,54.45,272.25,0,0.0,272.25,No,56.0,57,33,0
T130664,2024-04-27,P1169,ST032,3.0,31.17,93.51,30,28.05,65.46,Yes,496.0,56,0,0
T130665,2024-04-27,P1119,ST022,11.0,22.41,246.51,0,0.0,246.51,No,318.0,49,0,0
T130666,04/27/2024,P1035,ST007,1.0,1414.7,1414.7,0,0.0,1414.7,No,230.0,31,0,0
T130667,2024-04-27,P1074,ST046,4.0,135.2,540.8,0,0.0,540.8,No,26.0,58,62,0
T130668,2024-04-27,P1175,ST032,2.0,73.21,146.42,0,0.0,146.42,No,350.0,32,0,0
T130669,2024-04-27,P1010,ST046,1.0,1069.3,1069.3,0,0.0,1069.3,No,476.0,57,0,0
T130670,2024-04-27,P1039,ST035,1.0,,409.31,0,0.0,409.31,No,237.0,79,0,0
T130671,2024-04-27,P1187,ST013,2.0,30.07,60.14,0,0.0,60.14,No,466.0,23,0,0
T130672,2024-04-27,P1051,ST009,3.0,65.28,195.84,0,0.0,,No,372.0,57,0,0
T130673,2024-04-27,P1108,ST004,11.0,11.38,125.18,0,0.0,125.18,No,174.0,69,0,0
T130674,2024-04-27,P1005,ST013,2.0,1466.39,2932.78,0,0.0,2932.78,No,18.0,39,45,0
T130675,2024-04-27,P1116,ST011,5.0,,58.05,0,0.0,58.05,No,311.0,58,0,0
T130676,2024-04-27,P1132,ST006,5.0,88.16,440.8,0,0.0,440.8,No,365.0,21,0,0
T130677,2024-04-27,P1085,ST036,3.0,15.72,47.16,0,0.0,47.16,No,355.0,43,0,0
T130678,2024-04-27,P1115,ST032,14.0,7.88,110.32,15,16.55,93.77,Yes,346.0,58,0,0
T130679,2024-04-27,P1147,ST002,8.0,,843.12,0,0.0,843.12,No,461.0,36,0,0
T130680,2024-04-27,P1198,ST047,7.0,89.7,627.9,0,0.0,627.9,No,188.0,63,0,0
T130681,2024-04-27,P1184,ST042,1.0,44.02,44.02,0,0.0,44.02,No,481.0,83,0,0
T130682,2024-04-27,P1132,ST033,8.0,88.16,705.28,0,0.0,705.28,No,486.0,20,0,0
T130683,2024-04-27,P1117,ST049,12.0,20.49,245.88,0,0.0,245.88,No,148.0,61,0,0
T130684,2024-04-27,P1142,ST021,3.0,101.11,303.33,0,0.0,303.33,No,66.0,61,28,0
T130685,2024-04-27,P1016,ST011,2.0,1223.28,2446.56,0,0.0,2446.56,No,174.0,47,0,0
T130686,2024-04-27,P1108,ST006,15.0,11.38,170.7,0,0.0,170.7,No,192.0,41,0,0
T130687,2024-04-27,P1154,ST039,1.0,295.6,295.6,0,0.0,295.6,No,217.0,91,0,0
T130688,2024-04-27,P1077,ST045,8.0,61.78,494.24,0,0.0,494.24,No,388.0,44,0,0
T130689,04/28/2024,P1180,ST009,4.0,48.53,194.12,25,48.53,145.59,Yes,298.0,54,0,0
T130690,2024-04-28,P1112,ST045,9.0,11.27,101.43,0,0.0,101.43,No,255.0,76,0,0
T130691,2024-04-28,P1014,ST014,2.0,675.22,1350.44,0,0.0,1350.44,No,40.0,71,54,0
T130692,04/28/2024,P1085,ST042,15.0,15.72,235.8,0,0.0,235.8,No,110.0,82,0,0
T130693,2024-04-28,P1134,ST022,8.0,292.1,2336.8,0,0.0,2336.8,No,35.0,68,40,0
T130694,2024-04-28,P1141,ST023,2.0,120.81,241.62,0,0.0,241.62,No,185.0,41,0,0
T130695,2024-04-28,P1131,ST022,4.0,153.45,613.8,0,0.0,613.8,No,43.0,50,24,0
T130696,2024-04-28,P1176,ST034,2.0,89.18,178.36,0,0.0,178.36,No,377.0,58,0,0
T130697,2024-04-28,P1073,ST015,3.0,121.83,365.49,0,0.0,365.49,No,472.0,72,0,0
T130698,2024-04-28,P1075,ST018,5.0,51.51,257.55,0,0.0,257.55,No,315.0,32,0,0
T130699,2024-04-28,P1136,ST034,8.0,203.39,1627.12,0,0.0,,No,76.0,72,0,0
T130700,2024-04-28,P1191,ST037,6.0,86.06,516.36,0,0.0,516.36,No,231.0,33,0,0
T130701,2024-04-28,P1027,ST006,3.0,252.69,758.07,0,0.0,758.07,No,47.0,97,75,0
T130702,2024-04-28,P1176,ST026,7.0,89.18,624.26,0,0.0,624.26,No,245.0,51,0,0
T130703,2024-04-28,P1125,ST040,2.0,,494.22,0,0.0,494.22,No,441.0,87,0,0
T130704,2024-04-28,P1172,ST034,823.0,54.45,381.15,0,0.0,381.15,No,253.0,97,0,0
T130705,2024-04-28,P1189,ST041,3.0,20.56,61.68,0,0.0,61.68,No,,46,0,0
T130706,2024-04-28,P1054,ST046,3.0,86.8,260.4,0,0.0,260.4,No,312.0,26,0,0
T130707,2024-04-28,P1035,ST004,2.0,1414.7,2829.4,0,0.0,2829.4,No,474.0,32,0,0
T130708,2024-04-28,P1035,ST032,2.0,1414.7,2829.4,30,848.82,1980.58,Yes,240.0,26,0,0
T130709,2024-04-28,P1071,ST040,5.0,33.62,168.1,0,0.0,168.1,No,43.0,42,13,0
T130710,2024-04-28,P1056,ST009,7.0,148.49,1039.43,0,0.0,1039.43,No,373.0,85,0,0
T130711,2024-04-28,P1146,ST049,4.0,72.03,288.12,10,28.81,259.31,Yes,336.0,26,0,0
T130712,2024-04-28,P1143,ST022,2.0,236.75,473.5,0,0.0,473.5,No,486.0,59,0,0
T130713,2024-04-28,P1125,ST019,3.0,247.11,741.33,0,0.0,741.33,No,460.0,53,0,0
T130714,2024-04-28,P1173,ST003,3.0,34.02,102.06,0,0.0,102.06,No,411.0,76,0,0
T130715,2024-04-28,P1104,ST012,6.0,14.5,87.0,10,8.7,78.3,Yes,193.0,64,0,0
T130716,2024-04-28,P1014,ST018,2.0,675.22,1350.44,0,0.0,1350.44,No,353.0,49,0,0
T130717,2024-04-28,P1184,st018,6.0,44.02,264.12,0,0.0,264.12,No,401.0,44,0,0
T130718,2024-04-28,P1005,ST005,1.0,1466.39,1466.39,0,0.0,1466.39,No,148.0,65,0,0
T130719,2024-04-28,P1081,ST035,19.0,18.35,348.65,0,0.0,348.65,No,,92,0,0
T130720,2024-04-28,P1068,ST008,8.0,39.32,314.56,0,0.0,314.56,No,391.0,46,0,0
T130721,2024-04-28,P1183,ST001,1.0,58.04,58.04,0,0.0,58.04,No,92.0,81,0,0
T130722,2024-04-28,P1068,ST006,2.0,39.32,78.64,5,3.93,74.71,Yes,463.0,95,0,0
T130723,2024-04-28,P1034,ST029,1.0,1292.18,1292.18,0,0.0,1292.18,No,469.0,52,0,0
T130724,2024-04-28,P1009,ST014,2.0,1220.0,2440.0,0,0.0,2440.0,No,17.0,31,24,0
T130725,2024-04-28,P1063,ST016,4.0,139.94,559.76,0,0.0,559.76,No,121.0,79,0,0
T130726,2024-04-28,P1036,ST012,1.0,1147.02,1147.02,0,0.0,1147.02,No,315.0,94,0,0
T130727,2024-04-28,P1003,ST032,3.0,597.74,1793.22,30,537.97,1255.25,Yes,326.0,78,0,0
T130728,2024-04-28,P1039,ST020,3.0,409.31,1227.93,0,0.0,1227.93,No,114.0,37,0,0
T130729,2024-04-28,P1050,ST002,8.0,82.61530959859732,660.92,0,0.0,660.92,No,194.0,73,0,0
T130730,2024-04-28,P1095,ST036,1.0,13.081483756591556,13.08,0,0.0,13.08,No,188.0,39,0,0
T130731,2024-04-28,P1037,ST044,3.0,595.85,1787.55,0,0.0,1787.55,No,157.0,98,0,0
T130732,2024-04-28,P1141,ST040,5.0,120.81,604.05,0,0.0,604.05,No,358.0,71,0,0
T130733,2024-04-28,P1108,ST014,7.0,11.38,79.66,10,7.97,71.69,Yes,245.0,62,0,0
T130734,2024-04-28,P1188,ST039,7.0,38.2,267.4,0,0.0,267.4,No,263.0,92,0,0
T130735,2024-04-28,P1122,ST027,2.0,209.87,419.74,5,20.99,398.75,Yes,80.0,64,11,0
T130736,2024-04-28,P1143,ST042,7.0,236.75,1657.25,0,0.0,,No,212.0,56,0,0
